WormBase:WBGene00008419	wdr-23	MESH:D020233	Gait Disorders, Neurologic	is marker for
WormBase:WBGene00004804	skn-1	MESH:D020233	Gait Disorders, Neurologic	is marker for
OMIA-breed:38	Schnauzer (dog)	OMIM:120450	Comedones, Familial Dyskeratotic	is model of
NCBIGene:200685825	GBA	OMIA:000405-9940	Gaucher disease, type I in sheep	has phenotype
NCBIGene:389754316	LVRN	OMIA:001429-9685	Coat colour, tabby in domestic cat	has phenotype
NCBIGene:4143652	RYR1	OMIA:000621-9796	Malignant hyperthermia in horse	has phenotype
NCBIGene:193353881	TNFRSF10B	OMIA:001302-9031	tvb locus	has phenotype
NCBIGene:388959675	ST14	OMIA:002096-9796	Naked foal syndrome in horse	has phenotype
NCBIGene:403851	IL2RG	OMIA:000899-9615	Severe combined immunodeficiency disease, X-linked in dog	has phenotype
NCBIGene:393854571	MITF	OMIA:000214-89462	Coat colour, white spotting in water buffalo	has phenotype
MGI:98834	Trp53	MESH:D009362	Neoplasm Metastasis	is marker for
NCBIGene:403620	PDE6A	OMIA:001314-9615	Rod-cone dysplasia 3 in dog	has phenotype
NCBIGene:4795107	BCO2	OMIA:001079-9913	Yellow fat in cattle	has phenotype
NCBIGene:389841211	HR	OMIA:000540-118797	Hypotrichosis in Yangtze River dolphin	has phenotype
MGI:105304	Il6ra	DOID:3525	middle cerebral artery infarction	is marker for
NCBIGene:4161661	TRPM1	OMIA:001341-9796	Leopard complex; Appaloosa; Congenital stationary night blin	has phenotype
MGI:88611	Cyp4a10	MESH:D003921	Diabetes Mellitus, Experimental	is marker for
MGI:88609	Cyp3a11	MESH:D003921	Diabetes Mellitus, Experimental	is marker for
MGI:88598	Cyp2b10	MESH:D003921	Diabetes Mellitus, Experimental	is marker for
MGI:98834	Trp53	MESH:D003921	Diabetes Mellitus, Experimental	is marker for
MGI:1096550	Cyp4a14	MESH:D003921	Diabetes Mellitus, Experimental	is marker for
MGI:97520	Pcx	MESH:D003921	Diabetes Mellitus, Experimental	is marker for
MGI:88600	Cyp2b9	MESH:D003921	Diabetes Mellitus, Experimental	is marker for
NCBIGene:39690324	ARSB	OMIA:000666-9685	Mucopolysaccharidosis VI in domestic cat	has phenotype
NCBIGene:388161925	SLC2A2	OMIA:000366-9913	Fanconi syndrome in cattle	has phenotype
NCBIGene:388252519	SGK3	OMIA:001279-9615	Hypotrichosis, recessive in dog	has phenotype
NCBIGene:389707429	Taqpep	OMIA:001721-32536	Coat colour, king in cheetah	has phenotype
NCBIGene:40199426	KIT	OMIA:001745-9825	Coat colour, white belt, KIT-related in domestic pig	has phenotype
